+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |design_1_i/rx_channelizer/axis_dwidth_converter_6/inst/gen_upsizer_conversion.axisc_upsizer_0/state_reg[0]/D|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |design_1_i/rx_channelizer/axis_dwidth_converter_6/inst/gen_upsizer_conversion.axisc_upsizer_0/state_reg[2]/D|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |design_1_i/rx_channelizer/axis_dwidth_converter_6/inst/gen_upsizer_conversion.axisc_upsizer_0/r0_reg_sel_reg[1]/R|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |design_1_i/rx_channelizer/axis_dwidth_converter_6/inst/gen_upsizer_conversion.axisc_upsizer_0/r0_reg_sel_reg[0]/S|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |design_1_i/rx_channelizer/axis_dwidth_converter_1/inst/gen_upsizer_conversion.axisc_upsizer_0/r0_reg_sel_reg[0]/S|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |design_1_i/rx_channelizer/axis_dwidth_converter_1/inst/gen_upsizer_conversion.axisc_upsizer_0/r0_reg_sel_reg[1]/R|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |design_1_i/rx_channelizer/axis_dwidth_converter_5/inst/gen_upsizer_conversion.axisc_upsizer_0/r0_reg_sel_reg[0]/S|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |design_1_i/rx_channelizer/axis_dwidth_converter_5/inst/gen_upsizer_conversion.axisc_upsizer_0/r0_reg_sel_reg[1]/R|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |design_1_i/rx_channelizer/axis_dwidth_converter_4/inst/gen_upsizer_conversion.axisc_upsizer_0/r0_reg_sel_reg[0]/S|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |design_1_i/rx_channelizer/axis_dwidth_converter_4/inst/gen_upsizer_conversion.axisc_upsizer_0/r0_reg_sel_reg[1]/R|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                   design_1_i/adc_tile2/packet_counter_0/U0/tvalid_I_reg/D|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |design_1_i/rx_channelizer/axis_dwidth_converter_7/inst/gen_upsizer_conversion.axisc_upsizer_0/r0_reg_sel_reg[0]/S|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |design_1_i/rx_channelizer/axis_dwidth_converter_7/inst/gen_upsizer_conversion.axisc_upsizer_0/r0_reg_sel_reg[1]/R|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[31]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[29]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[28]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[30]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[23]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[22]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[21]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[20]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[25]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[26]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[27]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[24]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[13]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[12]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[15]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[14]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[18]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[19]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[17]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[16]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[11]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[9]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[10]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[8]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[1]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[0]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[3]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[2]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[7]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[6]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[5]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile3/packet_counter_0/U0/counter_reg[4]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                   design_1_i/adc_tile3/packet_counter_0/U0/FSM_sequential_state_reg[1]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                   design_1_i/adc_tile3/packet_counter_0/U0/FSM_sequential_state_reg[2]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                   design_1_i/adc_tile3/packet_counter_0/U0/FSM_sequential_state_reg[0]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                   design_1_i/adc_tile3/packet_counter_0/U0/tvalid_I_reg/D|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                   design_1_i/adc_tile2/packet_counter_0/U0/FSM_sequential_state_reg[1]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                   design_1_i/adc_tile2/packet_counter_0/U0/FSM_sequential_state_reg[2]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                   design_1_i/adc_tile2/packet_counter_0/U0/FSM_sequential_state_reg[0]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[24]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[27]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[26]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[25]/CE|
| clk_out4_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                    design_1_i/rx_channelizer/packet_detector_SSR1_3/U0/IN_valid_I_r_reg/D|
| clk_out4_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                    design_1_i/rx_channelizer/packet_detector_SSR1_3/U0/IN_valid_Q_r_reg/D|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[17]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[19]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[18]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[16]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[10]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[11]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[9]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[8]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[31]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[30]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[29]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[28]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[1]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[3]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[2]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[0]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[23]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[22]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[21]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[20]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[12]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[15]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[14]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                               design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[13]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[7]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[6]/CE|
| clk_out3_design_1_clk_wiz_0_0 |clk_out3_design_1_clk_wiz_0_0 |                                                design_1_i/adc_tile2/packet_counter_0/U0/counter_reg[5]/CE|
